application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector
Func-7,11,method,cobyla_iteration,11,256,1.0,1.0,0.010041790902967373,0.00835152258662948,0.9900580441389558,0.9917176476659586,99.00580441389558,99.17176476659586,0.010041790902967373,100.0,12.109375,-5.8110546874999995,-5.87,1.0,1.0,5.8110546874999995,5.87,COBYLA,ddsim,12,4,-1.20601494309;1.75207170541;0.562009926082;1.8103346356
Func-7,12,method,cobyla_iteration,12,256,1.0,1.0,0.014806484267132151,0.00835152258662948,0.9854095490158157,0.9917176476659586,98.54095490158157,99.17176476659586,0.014806484267132151,100.0,0.0,-5.783085937499999,-5.87,1.0,1.0,5.783085937499999,5.87,COBYLA,ddsim,12,4,-0.586424498261;1.0097381009;1.57456213737;1.6335137309
Func-7,13,method,cobyla_iteration,13,256,1.0,1.0,0.008684252570160537,0.00835152258662948,0.9913905143774846,0.9917176476659586,99.13905143774846,99.17176476659586,0.008684252570160537,100.0,22.65625,-5.8190234375,-5.87,1.0,1.0,5.8190234375,5.87,COBYLA,ddsim,12,4,-0.295585344265;1.22044033572;1.07515127568;1.5694360751
Func-7,14,method,cobyla_iteration,14,256,1.0,1.0,0.006887510659092953,0.006887510659092953,0.9931596026505638,0.9931596026505638,99.31596026505638,99.31596026505638,0.006887510659092953,100.0,26.171875,-5.8295703125,-5.87,1.0,1.0,5.8295703125,5.87,COBYLA,ddsim,12,4,-0.358159318824;1.55535642995;0.979930487333;1.59179298305
Func-7,15,method,cobyla_iteration,15,256,1.0,1.0,0.006454961680502671,0.006454961680502671,0.9935864376189028,0.9935864376189028,99.35864376189028,99.35864376189028,0.006454961680502671,100.0,28.125,-5.832109374999999,-5.87,1.0,1.0,5.832109374999999,5.87,COBYLA,ddsim,12,4,-0.226075561934;1.59174712859;0.953983472367;1.85741743718
Func-7,16,method,cobyla_iteration,16,256,1.0,1.0,0.005796156313111023,0.005796156313111023,0.9942372455126914,0.9942372455126914,99.42372455126915,99.42372455126915,0.005796156313111023,100.0,36.328125,-5.8359765625,-5.87,1.0,1.0,5.8359765625,5.87,COBYLA,ddsim,12,4,-0.118093245528;1.66742422958;0.901720437933;1.80861814456
Func-7,17,method,cobyla_iteration,17,256,1.0,1.0,0.005636445921015958,0.005636445921015958,0.9943951455380541,0.9943951455380541,99.43951455380541,99.43951455380541,0.005636445921015958,100.0,42.1875,-5.836914062500001,-5.87,1.0,1.0,5.836914062500001,5.87,COBYLA,ddsim,12,4,-0.0802525308756;1.79689373229;0.836102563129;1.80846751333
Func-7,1,baseline,cobyla_iteration,1,256,1.0,1.0,544.5607640771905,544.5607640771905,0.0018329763902495593,0.0018329763902495593,0.18329763902495594,0.18329763902495594,544.5607640771905,0.390625,0.390625,3190.701679687501,-5.87,0.00390625,0.00390625,5.87,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,2,baseline,cobyla_iteration,2,256,1.0,1.0,322.63433695295464,322.63433695295464,0.003089906990139201,0.003089906990139201,0.3089906990139201,0.3089906990139201,322.63433695295464,0.390625,0.0,1887.9935546875006,-5.87,0.00390625,0.00390625,5.67,5.87,COBYLA,ddsim,12,16,1.04879895051;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,3,baseline,cobyla_iteration,3,256,1.0,1.0,422.1605961727606,322.63433695295464,0.002363168993153931,0.003089906990139201,0.23631689931539313,0.3089906990139201,422.1605961727606,0.0,0.0,2472.212695312499,-5.87,0.0,0.00390625,7.474804687500005,5.87,COBYLA,ddsim,12,16,0.448798950513;0.824399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,4,baseline,cobyla_iteration,4,256,1.0,1.0,679.4998547563882,322.63433695295464,0.0014695080285623125,0.003089906990139201,0.14695080285623124,0.3089906990139201,679.4998547563882,0.0,0.0,3982.7941406250006,-5.87,0.0,0.00390625,7.830859375000002,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.749599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,5,baseline,cobyla_iteration,5,256,1.0,1.0,622.3239735899899,322.63433695295464,0.001604302164475676,0.003089906990139201,0.1604302164475676,0.3089906990139201,622.3239735899899,0.0,0.0,3647.171718750001,-5.87,0.0,0.00390625,7.515781250000002,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.712199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,6,baseline,cobyla_iteration,6,256,1.0,1.0,726.6465887591934,322.63433695295464,0.0013742935312941308,0.003089906990139201,0.1374293531294131,0.3089906990139201,726.6465887591934,0.0,0.0,4259.54546875,-5.87,0.0,0.00390625,7.642031250000001,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.689759790103;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,7,baseline,cobyla_iteration,7,256,1.0,1.0,738.583456592561,322.63433695295464,0.0013521124507127845,0.003089906990139201,0.13521124507127846,0.3089906990139201,738.583456592561,0.0,0.0,4329.614882812499,-5.87,0.0,0.00390625,7.8851171875,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.674799825085;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,8,baseline,cobyla_iteration,8,256,1.0,1.0,667.2519708982146,322.63433695295464,0.0014964415273715907,0.003089906990139201,0.14964415273715906,0.3089906990139201,667.2519708982146,0.0,0.0,3910.8990625000006,-5.87,0.0,0.00390625,7.8509375000000015,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.664114135788;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,9,baseline,cobyla_iteration,9,256,1.0,1.0,592.4996948977848,322.63433695295464,0.0016849208324735945,0.003089906990139201,0.16849208324735945,0.3089906990139201,592.4996948977848,0.390625,0.0,3472.103203125,-5.87,0.00390625,0.00390625,5.77,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.656099868814;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,10,baseline,cobyla_iteration,10,256,1.0,1.0,418.68966345815966,322.63433695295464,0.0023827129592856734,0.003089906990139201,0.23827129592856733,0.3089906990139201,418.68966345815966,0.0,0.0,2451.838320312501,-5.87,0.0,0.00390625,5.974179687500001,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;1.22831853072;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,11,baseline,cobyla_iteration,11,256,1.0,1.0,367.2646673633129,322.63433695295464,0.0027154383480765647,0.003089906990139201,0.2715438348076565,0.3089906990139201,367.2646673633129,0.78125,0.0,2149.9735937500004,-5.87,0.0078125,0.0078125,5.795,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.914159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,12,baseline,cobyla_iteration,12,256,1.0,1.0,342.84224664453546,322.63433695295464,0.0029083104527111853,0.003089906990139201,0.2908310452711185,0.3089906990139201,342.84224664453546,0.390625,0.0,2006.6139843750009,-5.87,0.00390625,0.0078125,5.800000000000001,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.809439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,13,baseline,cobyla_iteration,13,256,1.0,1.0,518.8843505964808,322.63433695295464,0.0019235047157173829,0.003089906990139201,0.1923504715717383,0.3089906990139201,518.8843505964808,0.0,0.0,3039.981132812499,-5.87,0.0,0.0078125,10.018867187500009,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.757079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,14,baseline,cobyla_iteration,14,256,1.0,1.0,403.090529860461,322.63433695295464,0.002474692986112088,0.003089906990139201,0.24746929861120878,0.3089906990139201,403.090529860461,0.78125,0.0,2360.271406250001,-5.87,0.0078125,0.0078125,5.795,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.725663706144;0.10471975512;0.0897597901026;0.0785398163397
Func-7,15,baseline,cobyla_iteration,15,256,1.0,1.0,285.2188769232858,285.2188769232858,0.0034938296549462964,0.0034938296549462964,0.34938296549462966,0.34938296549462966,285.2188769232858,0.0,0.0,1668.364804687499,-5.87,0.0,0.0078125,6.635195312500002,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.70471975512;0.0897597901026;0.0785398163397
Func-7,16,baseline,cobyla_iteration,16,256,1.0,1.0,332.43030694408895,285.2188769232858,0.002999127491334147,0.0034938296549462964,0.2999127491334147,0.34938296549462966,332.43030694408895,0.0,0.0,1945.4958984374994,-5.87,0.0,0.0078125,9.191601562499999,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.689759790103;0.0785398163397
Func-7,17,baseline,cobyla_iteration,17,256,1.0,1.0,290.59247946651203,285.2188769232858,0.0034294437285542034,0.0034938296549462964,0.34294437285542034,0.34938296549462966,290.59247946651203,0.0,0.0,1699.907851562501,-5.87,0.0,0.0078125,7.904648437500001,5.87,COBYLA,ddsim,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.67853981634
