application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector,noise_model,noise_single_qubit_error,noise_two_qubit_error,noise_readout_error
Func-7,15,method,cobyla_iteration,15,256,1.0,1.0,6.911540418503475,6.911540418503475,0.1263976352394288,0.1263976352394288,12.639763523942879,12.639763523942879,6.911540418503475,94.53125,21.484375,34.7007421875,-5.87,0.9453125,0.9453125,5.827272727272727,5.87,COBYLA,aer_noise,12,4,-0.226075561934;1.59174712859;0.953983472367;1.85741743718,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,16,method,cobyla_iteration,16,256,1.0,1.0,6.910894922335424,6.910894922335424,0.1264079487614764,0.1264079487614764,12.64079487614764,12.64079487614764,6.910894922335424,94.53125,27.734375,34.69695312499999,-5.87,0.9453125,0.9453125,5.831280991735537,5.87,COBYLA,aer_noise,12,4,-0.118093245528;1.66742422958;0.901720437933;1.80861814456,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,17,method,cobyla_iteration,17,256,1.0,1.0,6.910828376338719,6.910828376338719,0.12640901210687355,0.12640901210687355,12.640901210687355,12.640901210687355,6.910828376338719,94.53125,31.640625,34.6965625,-5.87,0.9453125,0.9453125,5.831694214876032,5.87,COBYLA,aer_noise,12,4,-0.0802525308756;1.79689373229;0.836102563129;1.80846751333,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,1,baseline,cobyla_iteration,1,256,1.0,1.0,543.7533415353547,543.7533415353547,0.0018356931913103274,0.0018356931913103274,0.18356931913103275,0.18356931913103275,543.7533415353547,0.0,0.0,3185.962109374999,-5.87,0.0,0.0,7.787890625000003,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,2,baseline,cobyla_iteration,2,256,1.0,1.0,325.3014938463398,325.3014938463398,0.0030646503888545323,0.0030646503888545323,0.30646503888545323,0.30646503888545323,325.3014938463398,0.0,0.0,1903.6497656249996,-5.87,0.0,0.0,8.850234375000003,,COBYLA,aer_noise,12,16,1.04879895051;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,3,baseline,cobyla_iteration,3,256,1.0,1.0,433.82901745541596,433.82901745541596,0.0022997545238630087,0.0022997545238630087,0.22997545238630088,0.22997545238630088,433.82901745541596,0.0,0.0,2540.7063281250016,-5.87,0.0,0.0,7.731171874999996,,COBYLA,aer_noise,12,16,0.448798950513;0.824399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,4,baseline,cobyla_iteration,4,256,1.0,1.0,660.3130800750648,660.3130800750648,0.0015121430834038414,0.0015121430834038414,0.15121430834038413,0.15121430834038413,660.3130800750648,0.0,0.0,3870.1677734375,-5.87,0.0,0.0,7.957226562500003,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.749599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,5,baseline,cobyla_iteration,5,256,1.0,1.0,620.173446542033,620.173446542033,0.0016098563220415007,0.0016098563220415007,0.16098563220415008,0.16098563220415008,620.173446542033,0.0,0.0,3634.548125,-5.87,0.0,0.0,7.639375,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.712199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,6,baseline,cobyla_iteration,6,256,1.0,1.0,731.7057548133832,731.7057548133832,0.0013648043480355841,0.0013648043480355841,0.13648043480355843,0.13648043480355843,731.7057548133832,0.0,0.0,4289.242773437502,-5.87,0.0,0.0,7.632226562500002,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.689759790103;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,7,baseline,cobyla_iteration,7,256,1.0,1.0,715.1493637076652,715.1493637076652,0.0013963567527628268,0.0013963567527628268,0.13963567527628268,0.13963567527628268,715.1493637076652,0.0,0.0,4192.056757812501,-5.87,0.0,0.0,7.943242187500004,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.674799825085;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,8,baseline,cobyla_iteration,8,256,1.0,1.0,646.7684343428766,646.7684343428766,0.0015437615465385278,0.0015437615465385278,0.1543761546538528,0.1543761546538528,646.7684343428766,0.0,0.0,3790.660703125002,-5.87,0.0,0.0,7.776796875000006,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.664114135788;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,9,baseline,cobyla_iteration,9,256,1.0,1.0,599.1314493277368,599.1314493277368,0.0016663016096226805,0.0016663016096226805,0.16663016096226804,0.16663016096226804,599.1314493277368,0.0,0.0,3511.0316015625012,-5.87,0.0,0.0,7.7183984375,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.656099868814;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,10,baseline,cobyla_iteration,10,256,1.0,1.0,435.94193270603375,435.94193270603375,0.0022886336264566786,0.0022886336264566786,0.22886336264566787,0.22886336264566787,435.94193270603375,0.390625,0.0,2553.109140624999,-5.87,0.00390625,0.00390625,5.800000000000001,5.800000000000001,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;1.22831853072;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,11,baseline,cobyla_iteration,11,256,1.0,1.0,351.6843330096839,351.6843330096839,0.002835396717133285,0.002835396717133285,0.2835396717133285,0.2835396717133285,351.6843330096839,0.0,0.0,2058.5170312500013,-5.87,0.0,0.0,8.670468749999994,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.914159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,12,baseline,cobyla_iteration,12,256,1.0,1.0,359.0239105882006,359.0239105882006,0.0027775932947515015,0.0027775932947515015,0.27775932947515014,0.27775932947515014,359.0239105882006,0.390625,0.0,2101.6003515624984,-5.87,0.00390625,0.00390625,5.72,5.72,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.809439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,13,baseline,cobyla_iteration,13,256,1.0,1.0,526.3672349789052,526.3672349789052,0.0018962118494904223,0.0018962118494904223,0.18962118494904223,0.18962118494904223,526.3672349789052,0.0,0.0,3083.9056640625017,-5.87,0.0,0.0,9.844335937500007,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.757079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,14,baseline,cobyla_iteration,14,256,1.0,1.0,406.84769021609475,406.84769021609475,0.0024518957051593406,0.0024518957051593406,0.24518957051593407,0.24518957051593407,406.84769021609475,1.5625,0.0,2382.3259374999993,-5.87,0.015625,0.015625,5.745,5.819999999999999,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.725663706144;0.10471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,15,baseline,cobyla_iteration,15,256,1.0,1.0,282.81513570326257,282.81513570326257,0.0035234202627076614,0.0035234202627076614,0.35234202627076616,0.35234202627076616,282.81513570326257,0.0,0.0,1654.2548437500002,-5.87,0.0,0.0,6.682656250000003,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.70471975512;0.0897597901026;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,16,baseline,cobyla_iteration,16,256,1.0,1.0,329.0514938527284,329.0514938527284,0.0030298302495979854,0.0030298302495979854,0.30298302495979856,0.30298302495979856,329.0514938527284,0.0,0.0,1925.662265625001,-5.87,0.0,0.0,8.712734374999995,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.689759790103;0.0785398163397,depolarizing_readout,5e-05,0.0005,0.0001
Func-7,17,baseline,cobyla_iteration,17,256,1.0,1.0,296.974134077043,296.974134077043,0.003355995993066445,0.003355995993066445,0.3355995993066445,0.3355995993066445,296.974134077043,0.0,0.0,1737.3681640625011,-5.87,0.0,0.0,7.9443359375,,COBYLA,aer_noise,12,16,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.67853981634,depolarizing_readout,5e-05,0.0005,0.0001
